ID,Ape,Background,Eyes,Glasses,Jewelry,Headwear,Mouth,Outfit,Ape%,Background%,Eyes%,Glasses%,Jewelry%,Headwear%,Mouth%,Outfit%,Statistical Rarity,Inverse SR Rank,SR Percentile,Trait Count,Inverse TC Rarity,Rarity,Final Rank,ID,Glitched?
1558,Albert,Sunny Beach,Grey And Yellow,Orange Shades,None,Propeller Hat,Nothing,Catchphrase Ripped Tee,"10,83%","3,18%","12,13%","6,35%","62,75%","4,02%","65,90%","1,51%","0,00000000666",2791,"73,89",6,"65,63","69,76",987,1558,N
2072,Juanita,Matrix,Green And Orange,None,Silver Necklace,None,Cigarette,White Shirt & Blue Tie,"11,25%","4,21%","13,66%","64,95%","4,82%","52,08%","2,78%","2,28%","0,00000000668",2790,"73,87",6,"65,63","69,75",988,2072,N
1226,Gordo,Space Silver,Grey And Yellow,None,Cross Necklace,Clown Wig,Nothing,JÃ¤germeister Urban Hoodie,"10,19%","6,43%","12,13%","64,95%","3,18%","2,57%","65,90%","2,41%","0,00000000669",2788,"73,82",6,"65,63","69,72",989,1226,N
904,Jeff,Abstract Red_Blue,Green And Orange,Flower Power,None,Red Cap,Nothing,White Shirt & Blue Tie,"11,25%","4,87%","13,66%","3,52%","62,75%","2,70%","65,90%","2,28%","0,00000000671",2787,"73,79",6,"65,63","69,71",990,904,N
2740,Robin,Matrix,Purple And Green,Deal With It,Septum Piercing,None,Nothing,Colorbomb Tee,"11,04%","4,21%","7,60%","5,03%","3,47%","52,08%","65,90%","3,18%","0,00000000672",2785,"73,74",6,"65,63","69,68",991,2740,N
399,Albert,Sunny Beach,Brown And Orange,None,Silver Necklace,Red Cap,Nothing,"3,3 Tee","10,83%","3,18%","10,38%","64,95%","4,82%","2,70%","65,90%","3,39%","0,00000000674",2784,"73,71",6,"65,63","69,67",992,399,N
2981,Gordo,Deep Green,Grey And Yellow,Flower Power,Silver Necklace,None,Nothing,Black Waistcoat,"10,19%","6,43%","12,13%","3,52%","4,82%","52,08%","65,90%","1,46%","0,00000000674",2783,"73,68",6,"65,63","69,66",993,2981,N
2136,Jeff,Rainbow,Purple And Green,3D,JÃ¤germeister Chain,None,Nothing,Dopey Hoodie,"11,25%","9,56%","7,60%","3,71%","2,99%","52,08%","65,90%","2,17%","0,00000000675",2782,"73,66",6,"65,63","69,65",994,2136,N
1783,Juanita,Deep Green,Blue And Orange,Clear Lenses Round,None,Gold Halo,Nothing,100 Emoji Swag Tee,"11,25%","6,43%","22,00%","3,87%","62,75%","2,33%","65,90%","1,14%","0,00000000675",2781,"73,63",6,"65,63","69,63",995,1783,N
994,Robin,Rainbow,Grey And Yellow,None,Silver Necklace,None,Cigarette,Go ***** Yourself Tee,"11,04%","9,56%","12,13%","64,95%","4,82%","52,08%","2,78%","1,16%","0,00000000675",2780,"73,60",6,"65,63","69,62",996,994,N
1041,Gordo,Space Silver,Orange And Blue,None,Cross Necklace,JÃ¤germeister Antlers,Nothing,JÃ¤germeister Hoodie,"10,19%","6,43%","21,66%","64,95%","3,18%","2,07%","65,90%","1,69%","0,00000000676",2779,"73,58",6,"65,63","69,61",997,1041,N
3261,Juanita,Sprayed Wall,Brown And Orange,Clear Lenses Round,Golden Nose Ring,None,Nothing,Black Turtleneck,"11,25%","5,30%","10,38%","3,87%","5,56%","52,08%","65,90%","1,48%","0,00000000676",2778,"73,55",6,"65,63","69,59",998,3261,N
2459,Juanita,Ones & Zeros,Green And Orange,Flower Power,Cross Necklace,None,Nothing,Stebo Sweater,"11,25%","5,30%","13,66%","3,52%","3,18%","52,08%","65,90%","2,17%","0,00000000679",2777,"73,52",6,"65,63","69,58",999,2459,N
2480,Ham,Ones & Zeros,Brown And Orange,None,Golden Nose Ring,Propeller Hat,Nothing,Clown Suit,"9,74%","5,30%","10,38%","64,95%","5,56%","4,02%","65,90%","1,32%","0,00000000679",2776,"73,50",6,"65,63","69,57",1000,2480,N
365,Juanita,Rainbow,Yellow And Blue,Orange Shades,None,JÃ¤germeister Antlers,Nothing,100 Emoji Swag Tee,"11,25%","9,56%","10,22%","6,35%","62,75%","2,07%","65,90%","1,14%","0,00000000679",2775,"73,47",6,"65,63","69,55",1001,365,N
817,Lou,Brick Wall,Green And Orange,None,None,Devil Horns,Party Whistle,Joker Suit,"12,05%","6,09%","13,66%","64,95%","62,75%","3,10%","5,35%","1,01%","0,00000000681",2774,"73,44",6,"65,63","69,54",1002,817,N
2797,Robin,Matrix,Green And Orange,None,Silver Necklace,Visor Cap,Nothing,Black Waistcoat,"11,04%","4,21%","13,66%","64,95%","4,82%","3,57%","65,90%","1,46%","0,00000000682",2773,"73,42",6,"65,63","69,53",1003,2797,N
1789,Bruno,Abstract White_Blue,Yellow And Blue,Heart Sunglasses,None,None,Ganja,ArtsyApes Brains Longsleeve,"10,83%","5,19%","10,22%","4,42%","62,75%","52,08%","5,75%","1,43%","0,00000000682",2772,"73,39",6,"65,63","69,51",1004,1789,N
1742,Whitney,Deep Blue,Orange And Blue,Clear Lenses Round,Cross Necklace,None,Nothing,Hazmat Suit,"10,46%","7,73%","21,66%","3,87%","3,18%","52,08%","65,90%","0,93%","0,00000000684",2771,"73,37",6,"65,63","69,50",1005,1742,N
592,Bruno,Red & Green Aura,Purple And Green,None,Bitcoin Chain,None,Pizza,ArtsyApes Tee,"10,83%","6,80%","7,60%","64,95%","2,70%","52,08%","5,00%","2,67%","0,00000000684",2770,"73,34",6,"65,63","69,49",1006,592,N
3309,Whitney,Sunny Beach,Blue And Orange,None,None,JÃ¤germeister Antlers,Party Whistle,White Tee Blue Shirt,"10,46%","3,18%","22,00%","64,95%","62,75%","2,07%","5,35%","2,09%","0,00000000688",2768,"73,29",6,"65,63","69,46",1007,3309,N
2225,Juanita,Half-Sprayed Wall,Orange And Blue,None,None,Gold Halo,Ganja,Doctor's Outfit,"11,25%","6,99%","21,66%","64,95%","62,75%","2,33%","5,75%","0,74%","0,00000000689",2767,"73,26",6,"65,63","69,45",1008,2225,N
3358,Bruno,Deep Green,Green And Orange,Clear Lenses Round,None,Captain's Hat,Nothing,Guy Fieri Flame Shirt,"10,83%","6,43%","13,66%","3,87%","62,75%","4,18%","65,90%","1,09%","0,00000000691",2766,"73,23",6,"65,63","69,43",1009,3358,N
2240,Gordo,Rainbow,Yellow And Blue,Green Cybernetic Visor,None,Captain's Hat,Nothing,Ape College Jacket,"10,19%","9,56%","10,22%","1,62%","62,75%","4,18%","65,90%","2,49%","0,00000000692",2765,"73,21",6,"65,63","69,42",1010,2240,N
602,Bruno,Matrix,Grey And Yellow,None,Cross Necklace,ArtsyApes Cap,Nothing,White Shirt & Blue Tie,"10,83%","4,21%","12,13%","64,95%","3,18%","4,05%","65,90%","2,28%","0,00000000693",2764,"73,18",6,"65,63","69,41",1011,602,N
2248,Gordo,Space Gold,Green And Orange,None,None,Orange Beanie,Lollipop,Banana Bonanza Hoodie,"10,19%","2,07%","13,66%","64,95%","62,75%","3,87%","5,03%","3,04%","0,00000000694",2763,"73,15",6,"65,63","69,39",1012,2248,N
3151,Jeff,Rainbow,Grey And Yellow,Heart Sunglasses,None,JÃ¤germeister Cap,Nothing,JÃ¤germeister Hoodie,"11,25%","9,56%","12,13%","4,42%","62,75%","1,72%","65,90%","1,69%","0,00000000695",2762,"73,13",6,"65,63","69,38",1013,3151,N
950,Gordo,Half-Sprayed Wall,Yellow And Blue,Pilot Sunglasses,None,Chef's Hat,Nothing,Chef's Jacket,"10,19%","6,99%","10,22%","5,43%","62,75%","4,26%","65,90%","1,01%","0,00000000701",2761,"73,10",6,"65,63","69,37",1014,950,N
1477,Lou,Rainbow,Purple And Green,None,Golden Eyebrow Piercing,Beer Helmet,Nothing,Ape College Jacket,"12,05%","9,56%","7,60%","64,95%","2,62%","2,89%","65,90%","2,49%","0,00000000705",2760,"73,07",6,"65,63","69,35",1015,1477,N
864,Jeff,Bright Sky,Purple And Green,Heart Sunglasses,None,JÃ¤germeister Antlers,Nothing,Banana Bonanza Hoodie,"11,25%","7,18%","7,60%","4,42%","62,75%","2,07%","65,90%","3,04%","0,00000000705",2758,"73,02",6,"65,63","69,33",1016,864,N
1794,Whitney,Gold Flakes,Purple And Green,None,None,Visor Cap,Cigar,JÃ¤germeister Urban Hoodie,"10,46%","6,33%","7,60%","64,95%","62,75%","3,57%","4,00%","2,41%","0,00000000706",2757,"72,99",6,"65,63","69,31",1017,1794,N
2843,Jeff,Ones & Zeros,Green And Orange,None,Silver Necklace,Captain's Hat,Nothing,Chef's Jacket,"11,25%","5,30%","13,66%","64,95%","4,82%","4,18%","65,90%","1,01%","0,00000000707",2756,"72,97",6,"65,63","69,30",1018,2843,N
558,Jeff,Sprayed Wall,Yellow And Blue,None,Cross Earring,Beer Helmet,Nothing,Banana Bonanza Hoodie,"11,25%","5,30%","10,22%","64,95%","3,10%","2,89%","65,90%","3,04%","0,00000000709",2755,"72,94",6,"65,63","69,29",1019,558,N
2996,Whitney,Matrix,Green And Orange,None,Cross Earring,None,Lollipop,Ripped Black Shirt,"10,46%","4,21%","13,66%","64,95%","3,10%","52,08%","5,03%","2,25%","0,00000000713",2754,"72,92",6,"65,63","69,27",1020,2996,N
2362,Whitney,Brick Wall,Yellow And Blue,None,Cross Necklace,None,Pizza,Plain White Shirt,"10,46%","6,09%","10,22%","64,95%","3,18%","52,08%","5,00%","2,04%","0,00000000713",2753,"72,89",6,"65,63","69,26",1021,2362,N
1690,Juanita,Deep Green,Yellow And Blue,Deal With It,Golden Nose Ring,None,Nothing,Rainbow Pin Suit & Tie,"11,25%","6,43%","10,22%","5,03%","5,56%","52,08%","65,90%","1,01%","0,00000000714",2752,"72,86",6,"65,63","69,25",1022,1690,N
2819,Gordo,Rainbow,Grey And Yellow,None,Golden Eyebrow Piercing,Visor Cap,Nothing,Catchphrase Ripped Tee,"10,19%","9,56%","12,13%","64,95%","2,62%","3,57%","65,90%","1,51%","0,00000000715",2751,"72,84",6,"65,63","69,23",1023,2819,N
151,Bruno,Mountains,Blue And Orange,None,Golden Eyebrow Piercing,None,Cigarette,Stebo Sweater,"10,83%","5,61%","22,00%","64,95%","2,62%","52,08%","2,78%","2,17%","0,00000000716",2750,"72,81",6,"65,63","69,22",1024,151,N
2693,Juanita,Half-Sprayed Wall,Blue And Orange,Pilot Sunglasses,Golden Eyebrow Piercing,None,Nothing,Ripped Yellow Longsleeve,"11,25%","6,99%","22,00%","5,43%","2,62%","52,08%","65,90%","0,85%","0,00000000716",2749,"72,78",6,"65,63","69,21",1025,2693,N
1521,Turned,Sprayed Wall,Loose,None,None,Propeller Hat,Nothing,JÃ¤germeister Urban Hoodie,"2,20%","5,30%","2,09%","64,95%","62,75%","4,02%","65,90%","2,41%","0,00000000634",2815,"74,53",5,"63,89","69,21",1026,1521,N
626,Lou,Red & Green Aura,Yellow And Blue,3D,Bitcoin Chain,None,Nothing,Ape College Jacket,"12,05%","6,80%","10,22%","3,71%","2,70%","52,08%","65,90%","2,49%","0,00000000716",2748,"72,76",6,"65,63","69,20",1027,626,N
2868,Bruno,Ones & Zeros,Orange And Blue,Pilot Sunglasses,Double Ear Piercing,None,Nothing,Keikogi,"10,83%","5,30%","21,66%","5,43%","3,36%","52,08%","65,90%","0,93%","0,00000000721",2747,"72,73",6,"65,63","69,18",1028,2868,N
344,Bruno,Brick Wall,Orange And Blue,None,None,Captain's Hat,Cigar,Doctor's Outfit,"10,83%","6,09%","21,66%","64,95%","62,75%","4,18%","4,00%","0,74%","0,00000000722",2746,"72,70",6,"65,63","69,17",1029,344,N
1609,Juanita,Ones & Zeros,Purple And Green,None,Cross Earring,None,Pizza,Banana Bonanza Hoodie,"11,25%","5,30%","7,60%","64,95%","3,10%","52,08%","5,00%","3,04%","0,00000000723",2745,"72,68",6,"65,63","69,16",1030,1609,N
1541,Ham,Red & Green Aura,Brown And Orange,Flower Power,None,Devil Horns,Nothing,Black Tee,"9,74%","6,80%","10,38%","3,52%","62,75%","3,10%","65,90%","2,33%","0,00000000723",2744,"72,65",6,"65,63","69,14",1031,1541,N
3459,Whitney,Sprayed Wall,Yellow And Blue,None,Golden Nose Ring,Reverse Hat,Nothing,ArtsyApes Brains Longsleeve,"10,46%","5,30%","10,22%","64,95%","5,56%","3,76%","65,90%","1,43%","0,00000000724",2743,"72,62",6,"65,63","69,13",1032,3459,N
3705,Lou,Deep Blue,Orange And Blue,None,Cross Earring,Gold Crown,Nothing,Blue Camo Shirt,"12,05%","7,73%","21,66%","64,95%","3,10%","1,11%","65,90%","2,44%","0,00000000724",2742,"72,60",6,"65,63","69,12",1033,3705,N
1208,Lou,Abstract White_Blue,Green And Orange,None,None,ArtsyApes Cap,Respirator,White Shirt & Blue Tie,"12,05%","5,19%","13,66%","64,95%","62,75%","4,05%","2,28%","2,28%","0,00000000731",2741,"72,57",6,"65,63","69,10",1034,1208,N
3142,Robin,Half-Sprayed Wall,Brown And Orange,None,Septum Piercing,Visor Cap,Nothing,Thorchain Hoodie,"11,04%","6,99%","10,38%","64,95%","3,47%","3,57%","65,90%","1,72%","0,00000000731",2740,"72,54",6,"65,63","69,09",1035,3142,N
77,Juanita,Deep Green,Green And Orange,None,None,JÃ¤germeister Cap,Cigar,Thorchain Hoodie & Jacket,"11,25%","6,43%","13,66%","64,95%","62,75%","1,72%","4,00%","2,65%","0,00000000734",2739,"72,52",6,"65,63","69,08",1036,77,N
2415,Lou,Deep Green,Purple And Green,None,JÃ¤germeister Chain,None,Bubblegum,Colorbomb Tee,"12,05%","6,43%","7,60%","64,95%","2,99%","52,08%","3,89%","3,18%","0,00000000737",2737,"72,46",6,"65,63","69,05",1037,2415,N
2890,Whitney,Space Gold,Orange And Blue,None,None,Propeller Hat,Cigar,JÃ¤germeister Urban Hoodie,"10,46%","2,07%","21,66%","64,95%","62,75%","4,02%","4,00%","2,41%","0,00000000739",2736,"72,44",6,"65,63","69,04",1038,2890,N
2882,Jeff,Brick Wall,Orange And Blue,None,None,Red Cap,Bubblegum,Go ***** Yourself Tee,"11,25%","6,09%","21,66%","64,95%","62,75%","2,70%","3,89%","1,16%","0,0000000074",2735,"72,41",6,"65,63","69,02",1039,2882,N
679,Jeff,Sprayed Wall,Green And Orange,None,Septum Piercing,Visor Cap,Nothing,Thorchain Hoodie,"11,25%","5,30%","13,66%","64,95%","3,47%","3,57%","65,90%","1,72%","0,00000000743",2734,"72,39",6,"65,63","69,01",1040,679,N
362,Ham,Half-Sprayed Wall,Orange And Blue,Clear Lenses Round,Golden Earring,None,Nothing,Anarchy Jacket,"9,74%","6,99%","21,66%","3,87%","3,79%","52,08%","65,90%","1,01%","0,00000000745",2733,"72,36",6,"65,63","69,00",1041,362,N
2515,Juanita,Half-Sprayed Wall,Grey And Yellow,None,Double Ear Piercing,None,Cigar,Thorchain Hoodie,"11,25%","6,99%","12,13%","64,95%","3,36%","52,08%","4,00%","1,72%","0,00000000746",2732,"72,33",6,"65,63","68,98",1042,2515,N
461,Lou,Ones & Zeros,Blue And Orange,None,Bitcoin Chain,None,Cigar,Black Waistcoat,"12,05%","5,30%","22,00%","64,95%","2,70%","52,08%","4,00%","1,46%","0,00000000746",2731,"72,31",6,"65,63","68,97",1043,461,N
3653,Turned,Ones & Zeros,Loose,3D,None,None,Nothing,"3,3 Tee","2,20%","5,30%","2,09%","3,71%","62,75%","52,08%","65,90%","3,39%","0,00000000658",2796,"74,03",5,"63,89","68,96",1044,3653,N
2386,Juanita,Deep Green,Grey And Yellow,None,None,Gold Halo,Cigar,Green Puffer Jacket,"11,25%","6,43%","12,13%","64,95%","62,75%","2,33%","4,00%","2,25%","0,0000000075",2730,"72,28",6,"65,63","68,96",1045,2386,N
809,Juanita,Brick Wall,Orange And Blue,Pilot Sunglasses,Bitcoin Chain,None,Nothing,Anarchy Jacket,"11,25%","6,09%","21,66%","5,43%","2,70%","52,08%","65,90%","1,01%","0,00000000751",2729,"72,25",6,"65,63","68,94",1046,809,N
1605,Bruno,Brick Wall,Grey And Yellow,None,None,Red Cap,Bubblegum,Hawaii Shirt,"10,83%","6,09%","12,13%","64,95%","62,75%","2,70%","3,89%","2,20%","0,00000000753",2728,"72,23",6,"65,63","68,93",1047,1605,N
1915,Whitney,Sprayed Wall,Yellow And Blue,3D,Septum Piercing,None,Nothing,_APES_ Sweater,"10,46%","5,30%","10,22%","3,71%","3,47%","52,08%","65,90%","3,02%","0,00000000754",2727,"72,20",6,"65,63","68,92",1048,1915,N
3204,Ham,Bright Sky,Purple And Green,None,Bitcoin Chain,Orange Beanie,Nothing,Colorbomb Tee,"9,74%","7,18%","7,60%","64,95%","2,70%","3,87%","65,90%","3,18%","0,00000000754",2726,"72,17",6,"65,63","68,90",1049,3204,N
1991,Robin,Brick Wall,Blue And Orange,None,Golden Nose Ring,None,Respirator,Orange Hoodie,"11,04%","6,09%","22,00%","64,95%","5,56%","52,08%","2,28%","1,19%","0,00000000755",2725,"72,15",6,"65,63","68,89",1050,1991,N
3434,Robin,Matrix,Blue And Orange,None,Golden Earring,JÃ¤germeister Cap,Nothing,Thorchain Hoodie & Jacket,"11,04%","4,21%","22,00%","64,95%","3,79%","1,72%","65,90%","2,65%","0,00000000755",2724,"72,12",6,"65,63","68,88",1051,3434,N
3239,Juanita,Deep Blue,Yellow And Blue,None,Cross Necklace,None,Cigarette,None,"11,25%","7,73%","10,22%","64,95%","3,18%","52,08%","2,78%","2,52%","0,00000000668",2789,"73,84",5,"63,89","68,86",1052,3239,N
3346,Juanita,Ones & Zeros,Orange And Blue,Flower Power,Silver Necklace,None,Nothing,Chef's Jacket,"11,25%","5,30%","21,66%","3,52%","4,82%","52,08%","65,90%","1,01%","0,00000000756",2722,"72,07",6,"65,63","68,85",1053,3346,N
2473,Juanita,Ones & Zeros,Grey And Yellow,None,Golden Nose Ring,None,Bubblegum,ArtsyApes Brains Longsleeve,"11,25%","5,30%","12,13%","64,95%","5,56%","52,08%","3,89%","1,43%","0,00000000756",2721,"72,04",6,"65,63","68,84",1054,2473,N
1368,Turned,Deep Blue,Loose,Flower Power,None,None,Nothing,Ape College Jacket,"2,20%","7,73%","2,09%","3,52%","62,75%","52,08%","65,90%","2,49%","0,00000000671",2786,"73,76",5,"63,89","68,82",1055,1368,N
836,Jeff,Bright Sky,Orange And Blue,Space Comms Gadget,Cross Necklace,None,Nothing,Stebo Tee,"11,25%","7,18%","21,66%","1,11%","3,18%","52,08%","65,90%","3,57%","0,00000000758",2720,"72,01",6,"65,63","68,82",1056,836,N
1207,Jeff,Space Silver,Green And Orange,Clear Lenses Round,None,JÃ¤germeister Antlers,Nothing,Black Tee,"11,25%","6,43%","13,66%","3,87%","62,75%","2,07%","65,90%","2,33%","0,00000000761",2719,"71,99",6,"65,63","68,81",1057,1207,N
62,Jeff,Space Silver,Yellow And Blue,None,Golden Eyebrow Piercing,None,Party Whistle,Dopey Hoodie,"11,25%","6,43%","10,22%","64,95%","2,62%","52,08%","5,35%","2,17%","0,00000000762",2718,"71,96",6,"65,63","68,80",1058,62,N
343,Robin,Deep Blue,Yellow And Blue,None,None,Chef's Hat,Pizza,Chef's Jacket,"11,04%","7,73%","10,22%","64,95%","62,75%","4,26%","5,00%","1,01%","0,00000000763",2717,"71,94",6,"65,63","68,78",1059,343,N
1943,Juanita,Gold Flakes,Orange And Blue,None,None,Reverse Hat,Cigarette,Derby Stars Turtleneck,"11,25%","6,33%","21,66%","64,95%","62,75%","3,76%","2,78%","1,16%","0,00000000765",2716,"71,91",6,"65,63","68,77",1060,1943,N
302,Bruno,Gold Flakes,Orange And Blue,None,Silver Necklace,None,Cigarette,100 Emoji Swag Tee,"10,83%","6,33%","21,66%","64,95%","4,82%","52,08%","2,78%","1,14%","0,00000000765",2715,"71,88",6,"65,63","68,76",1061,302,N
2074,Robin,Abstract White_Blue,Green And Orange,Flower Power,Golden Nose Ring,None,Nothing,Black Waistcoat,"11,04%","5,19%","13,66%","3,52%","5,56%","52,08%","65,90%","1,46%","0,00000000766",2714,"71,86",6,"65,63","68,75",1062,2074,N
681,Lou,Red & Green Aura,Green And Orange,None,Cross Necklace,None,Party Whistle,Rich Old White Male Tee,"12,05%","6,80%","13,66%","64,95%","3,18%","52,08%","5,35%","1,19%","0,00000000767",2713,"71,83",6,"65,63","68,73",1063,681,N
1966,Albert,Half-Sprayed Wall,Yellow And Blue,None,None,JÃ¤germeister Cap,Party Whistle,Thorchain Hoodie & Jacket,"10,83%","6,99%","10,22%","64,95%","62,75%","1,72%","5,35%","2,65%","0,00000000768",2712,"71,80",6,"65,63","68,72",1064,1966,N
1502,Albert,Bright Sky,Green And Orange,None,Bitcoin Chain,Beer Helmet,Nothing,Stebo Sweater,"10,83%","7,18%","13,66%","64,95%","2,70%","2,89%","65,90%","2,17%","0,00000000769",2711,"71,78",6,"65,63","68,71",1065,1502,N
875,Bruno,Space Silver,Purple And Green,3D,None,None,Party Whistle,Ripped Black Shirt,"10,83%","6,43%","7,60%","3,71%","62,75%","52,08%","5,35%","2,25%","0,00000000772",2710,"71,75",6,"65,63","68,69",1066,875,N
3527,Gordo,Sunny Beach,Yellow And Blue,None,None,Reverse Hat,Pizza,Banana Bonanza Hoodie,"10,19%","3,18%","10,22%","64,95%","62,75%","3,76%","5,00%","3,04%","0,00000000773",2709,"71,72",6,"65,63","68,68",1067,3527,N
1810,Juanita,Gold Flakes,Green And Orange,Deal With It,None,Beer Helmet,Nothing,Clown Suit,"11,25%","6,33%","13,66%","5,03%","62,75%","2,89%","65,90%","1,32%","0,00000000773",2708,"71,70",6,"65,63","68,67",1068,1810,N
890,Robin,Bright Sky,Grey And Yellow,Flower Power,None,Captain's Hat,Nothing,Clown Suit,"11,04%","7,18%","12,13%","3,52%","62,75%","4,18%","65,90%","1,32%","0,00000000775",2707,"71,67",6,"65,63","68,65",1069,890,N
1970,Jeff,Abstract Red_Blue,Blue And Orange,Heart Sunglasses,None,Clown Wig,Nothing,Suit & Bow Tie,"11,25%","4,87%","22,00%","4,42%","62,75%","2,57%","65,90%","1,38%","0,0000000078",2705,"71,62",6,"65,63","68,63",1070,1970,N
513,Gordo,Rainbow,Green And Orange,None,Rose Necklace,None,Lollipop,ApeCoin Tee,"10,19%","9,56%","13,66%","64,95%","1,11%","52,08%","5,03%","3,10%","0,0000000078",2704,"71,59",6,"65,63","68,61",1071,513,N
2032,Robin,Half-Sprayed Wall,Purple And Green,None,Bitcoin Chain,Propeller Hat,Nothing,None,"11,04%","6,99%","7,60%","64,95%","2,70%","4,02%","65,90%","2,52%","0,00000000686",2769,"73,31",5,"63,89","68,60",1072,2032,N
314,Ham,Space Silver,Brown And Orange,None,JÃ¤germeister Chain,Captain's Hat,Nothing,Ripped Black Shirt,"9,74%","6,43%","10,38%","64,95%","2,99%","4,18%","65,90%","2,25%","0,00000000784",2702,"71,54",6,"65,63","68,59",1073,314,N
3353,Bruno,Brick Wall,Grey And Yellow,Orange Shades,Septum Piercing,None,Nothing,White Plain Tee,"10,83%","6,09%","12,13%","6,35%","3,47%","52,08%","65,90%","1,30%","0,00000000785",2701,"71,51",6,"65,63","68,57",1074,3353,N
731,Jeff,Deep Green,Orange And Blue,None,Cross Necklace,None,Cigar,Go ***** Yourself Tee,"11,25%","6,43%","21,66%","64,95%","3,18%","52,08%","4,00%","1,16%","0,00000000785",2700,"71,49",6,"65,63","68,56",1075,731,N
3131,Bruno,Deep Blue,Yellow And Blue,None,None,Captain's Hat,Party Whistle,Anarchy Jacket,"10,83%","7,73%","10,22%","64,95%","62,75%","4,18%","5,35%","1,01%","0,00000000785",2699,"71,46",6,"65,63","68,55",1076,3131,N
528,Gordo,Space Silver,Purple And Green,None,None,Reverse Hat,Bubblegum,Thorchain Hoodie & Jacket,"10,19%","6,43%","7,60%","64,95%","62,75%","3,76%","3,89%","2,65%","0,00000000787",2698,"71,43",6,"65,63","68,53",1077,528,N
1359,Gordo,Space Silver,Yellow And Blue,Heart Sunglasses,Cross Necklace,None,Nothing,Blue Camo Shirt,"10,19%","6,43%","10,22%","4,42%","3,18%","52,08%","65,90%","2,44%","0,00000000787",2697,"71,41",6,"65,63","68,52",1078,1359,N
3490,Albert,Abstract Red_Blue,Blue And Orange,Orange Shades,None,Clown Wig,Nothing,Rainbow Pin Suit & Tie,"10,83%","4,87%","22,00%","6,35%","62,75%","2,57%","65,90%","1,01%","0,00000000788",2696,"71,38",6,"65,63","68,51",1079,3490,N
850,Robin,Ones & Zeros,Blue And Orange,Flower Power,None,Captain's Hat,Nothing,Chef's Jacket,"11,04%","5,30%","22,00%","3,52%","62,75%","4,18%","65,90%","1,01%","0,00000000788",2695,"71,35",6,"65,63","68,49",1080,850,N
3495,Robin,Ones & Zeros,Blue And Orange,Green Cybernetic Visor,None,Clown Wig,Nothing,Stebo Tee,"11,04%","5,30%","22,00%","1,62%","62,75%","2,57%","65,90%","3,57%","0,00000000788",2694,"71,33",6,"65,63","68,48",1081,3495,N
2273,Gordo,Space Gold,Grey And Yellow,Green Cybernetic Visor,None,None,Nothing,Astronaut,"10,19%","2,07%","12,13%","1,62%","62,75%","52,08%","65,90%","0,79%","0,00000000705",2759,"73,05",5,"63,89","68,47",1082,2273,N
1259,Albert,Space Gold,Orange And Blue,None,Silver Necklace,Gold Halo,Nothing,"3,3 Tee","10,83%","2,07%","21,66%","64,95%","4,82%","2,33%","65,90%","3,39%","0,00000000789",2693,"71,30",6,"65,63","68,47",1083,1259,N
3106,Lou,Space Silver,Blue And Orange,None,Septum Piercing,Devil Horns,Nothing,Rainbow Pin Suit & Tie,"12,05%","6,43%","22,00%","64,95%","3,47%","3,10%","65,90%","1,01%","0,00000000789",2692,"71,27",6,"65,63","68,45",1084,3106,N
1592,Gordo,Matrix,Orange And Blue,None,None,Red Cap,Respirator,"3,3 Tee","10,19%","4,21%","21,66%","64,95%","62,75%","2,70%","2,28%","3,39%","0,00000000789",2691,"71,25",6,"65,63","68,44",1085,1592,N
733,Gordo,Brick Wall,Blue And Orange,None,Bitcoin Chain,Propeller Hat,Nothing,Dappimg Tee,"10,19%","6,09%","22,00%","64,95%","2,70%","4,02%","65,90%","1,24%","0,0000000079",2690,"71,22",6,"65,63","68,43",1086,733,N
3433,Bruno,Sprayed Wall,Green And Orange,None,Cross Necklace,None,Cigarette,"3,3 Tee","10,83%","5,30%","13,66%","64,95%","3,18%","52,08%","2,78%","3,39%","0,00000000793",2689,"71,19",6,"65,63","68,41",1087,3433,N
1352,Lou,Abstract White_Blue,Blue And Orange,None,None,Captain's Hat,Cigar,Ripped Yellow Longsleeve,"12,05%","5,19%","22,00%","64,95%","62,75%","4,18%","4,00%","0,85%","0,00000000794",2687,"71,14",6,"65,63","68,39",1088,1352,N
1452,Bruno,Abstract Red_Blue,Blue And Orange,None,None,JÃ¤germeister Antlers,Bubblegum,White Tee Blue Shirt,"10,83%","4,87%","22,00%","64,95%","62,75%","2,07%","3,89%","2,09%","0,00000000795",2686,"71,11",6,"65,63","68,37",1089,1452,N
2408,Gordo,Sunny Beach,Grey And Yellow,None,Golden Nose Ring,Gold Halo,Nothing,Luna Tee,"10,19%","3,18%","12,13%","64,95%","5,56%","2,33%","65,90%","3,65%","0,00000000795",2685,"71,09",6,"65,63","68,36",1090,2408,N
3430,Jeff,Space Silver,Green And Orange,Deal With It,None,JÃ¤germeister Cap,Nothing,Green Puffer Jacket,"11,25%","6,43%","13,66%","5,03%","62,75%","1,72%","65,90%","2,25%","0,00000000797",2684,"71,06",6,"65,63","68,35",1091,3430,N
1948,Whitney,Abstract White_Blue,Blue And Orange,None,Double Ear Piercing,Visor Cap,Nothing,White Plain Tee,"10,46%","5,19%","22,00%","64,95%","3,36%","3,57%","65,90%","1,30%","0,00000000797",2683,"71,04",6,"65,63","68,33",1092,1948,N
